Index Name,Backbone Type,Dual or Single,Sequencing Technology,Index Side,Index Pairing,Index Set Name,Publish to manifest - Adds cycle lengths automatically
N702,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N703,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N704,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N705,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N706,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N707,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N708,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N709,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N710,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N711,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N712,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N714,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N715,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N716,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N718,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N719,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N720,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N721,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N722,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N723,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N724,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N726,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N727,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N728,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
N729,Nextera,DUALINDEX,ILLUMINA,i7,S501|S502|S503|S504|S505|S506|S507|S508|S510|S511|S513|S515|S516|S517|S518|S520|S521|S522,Illumina - Nextera XT Index Kit v2,1
S501,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S502,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S503,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S504,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S505,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S506,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S507,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S508,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S510,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S511,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S513,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S515,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S516,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S517,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S518,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S520,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S521,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1
S522,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Nextera XT Index Kit v2,1

RPI1,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI2,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI3,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI4,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI5,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI6,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI7,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI8,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI9,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI10,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI11,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI12,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI13,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI14,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI15,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI16,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI17,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI18,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI19,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI20,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI21,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI22,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI23,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI24,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI25,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI26,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI27,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI28,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI29,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI30,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI31,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI32,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI33,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI34,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI35,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI36,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI37,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI38,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI39,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI40,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI41,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI42,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI43,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI44,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI45,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI46,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI47,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1
RPI48,smallrnaRPI,SINGLEINDEX,ILLUMINA,i7,,Illumina - TruSeq Small RNA,1

A701,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A702,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A703,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A704,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A705,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A706,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A707,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A708,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A709,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A710,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A711,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A712,TruSeqHT,DUALINDEX,ILLUMINA,i7,A501|A502|A503|A504|A505|A506|A507|A508,Illumina - TruSight Amplicon Panels,1
A501,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1
A502,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1
A503,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1
A504,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1
A505,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1
A506,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1
A507,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1
A508,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Illumina - TruSight Amplicon Panels,1

D701rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D702rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D703rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D704rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D705rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D706rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D707rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D708rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D709rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D710rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D711rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1
D712rc,TruSeqHT,DUALINDEX,ILLUMINA,i7,D501|D502|D503|D504|D505|D506|D507|D508,Custom index - Institut de recherches cliniques de Montreal (IRCM),1

NS_Adaptor_1,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_3,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_4,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_5,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_6,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_7,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_8,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_9,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_2,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_10,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_11,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_12,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_13,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_14,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_15,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_16,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_17,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_18,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_19,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_20,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_21,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_22,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_23,TruSeqLT,SINGLEINDEX,ILLUMINA,i7, ,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1
NS_Adaptor_24,TruSeqLT,SINGLEINDEX,ILLUMINA,i7,,Lucigen - NxSeq AmpFREE Low DNA Library Kit,1

IDT701_A01,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT501_A01,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT702_A02,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT502_A02,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT703_A03,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT503_A03,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT704_A04,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT504_A04,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT705_A05,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT505_A05,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT706_A06,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT506_A06,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT707_A07,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT507_A07,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT708_A08,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT508_A08,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT709_A09,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT509_A09,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT710_A10,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT510_A10,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT711_A11,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT511_A11,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT712_A12,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT512_A12,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT713_B01,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT513_B01,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT714_B02,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT514_B02,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT715_B03,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT515_B03,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT716_B04,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT516_B04,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT717_B05,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT517_B05,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT718_B06,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT518_B06,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT719_B07,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT519_B07,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT720_B08,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT520_B08,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT721_B09,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT521_B09,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT722_B10,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT522_B10,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT723_B11,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT523_B11,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT724_B12,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT524_B12,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT725_C01,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT525_C01,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT726_C02,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT526_C02,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT727_C03,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT527_C03,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT728_C04,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT528_C04,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT729_C05,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT529_C05,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT730_C06,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT530_C06,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT731_C07,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT531_C07,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT732_C08,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT532_C08,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT733_C09,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT533_C09,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT734_C10,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT534_C10,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT735_C11,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT535_C11,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT736_C12,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT536_C12,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT737_D01,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT537_D01,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT738_D02,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT538_D02,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT739_D03,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT539_D03,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT740_D04,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT540_D04,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT741_D05,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT541_D05,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT742_D06,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT542_D06,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT743_D07,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT543_D07,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT744_D08,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT544_D08,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
IDT745_D09,TruSeqHT,DUALINDEX,ILLUMINA,i7,IDT545_D09,Integrated DNA Technologies (IDT) - xGen UDI-UMI Adapters 8bp - ALT1,0
